Ort	Geo	Datum	Getty	Symbol	Gender
Worms	49.629442,8.356283	1205	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1217	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1218	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1220	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1222	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1239	7005108	Sonne	unbekannt
Worms	49.629442,8.356283	1263	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1263	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1277	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1290	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1292	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1294	7005108	Sonne	unbekannt
Worms	49.629442,8.356283	1296	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1307	7005108	Sonne	unbekannt
Worms	49.629442,8.356283	1310	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1314	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1320	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1322	7005108	Blume	unbekannt
Worms	49.629442,8.356283	1330	7005108	Blume	unbekannt
Worms	49.629442,8.356283	1400	7005108	Lilie	unbekannt
Worms	49.629442,8.356283	1453	7005108	Lilie	unbekannt
Frankfurt am Main	50.1119,8.689675	1546	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1571	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1571	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1571	7005293	Levitenkanne	unbekannt
Frankfurt am Main	50.1119,8.689675	1572	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1574	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1581	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1583	7005293	Priesterhände	unbekannt
Frankfurt am Main	50.1119,8.689675	1585	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1586	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1586	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1587	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1589	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1591	7005293	Priesterhände	Mann
Worms	49.629442,8.356283	1592	7005108	Levitenkanne	unbekannt
Frankfurt am Main	50.1119,8.689675	1596	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1620	7005293	Priesterhände	Mann
Worms	49.629442,8.356283	1620	7005108	Waage	unbekannt
Worms	49.629442,8.356283	1622	7005108	Waage	unbekannt
Frankfurt am Main	50.1119,8.689675	1629	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1632	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1632	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1632	7012310	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1633	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1637	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1637	7005293	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1653	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1653	7012310	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1654	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1656	7012310	Krone	Mann
Frankfurt am Main	50.1119,8.689675	1658	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1658	7012310	Krone	Frau
Frankfurt am Main	50.1119,8.689675	1659	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1659	7012310	Levitenkanne	Mann
Worms	49.629442,8.356283	1665	7005108	Blume	unbekannt
Worms	49.629442,8.356283	1669	7005108	Priesterhände	unbekannt
Frankfurt am Main	50.1119,8.689675	1672	7005293	Magen David	Frau
Bonn-Schwarzrheindorf	50.75727,7.105364	1673	4010239	Priesterhände	unbekannt
Worms	49.629442,8.356283	1677	7005108	Blume	unbekannt
Frankfurt am Main	50.1119,8.689675	1681	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1683	7012310	Krone	Frau
Worms	49.629442,8.356283	1683	7005108	Priesterhände	unbekannt
Hildesheim	52.151509,9.959132	1684	7005248	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1685	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1686	7012310	Levitenkanne	Mann
Worms	49.629442,8.356283	1686	7005108	Blume	unbekannt
Frankfurt am Main	50.1119,8.689675	1687	7005293	Vogel	Mann
Hamburg-Altona	53.549373,9.950545	1687	7012310	Levitenkanne	Mann
Hildesheim	52.151509,9.959132	1687	7005248	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1688	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1689	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1689	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1691	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1692	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1692	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1693	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1694	7012310	Levitenkanne	beide
Siegburg	50.801352,7.203499	1696	7005104	Priesterhände	unbekannt
Hamburg-Altona	53.549373,9.950545	1697	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1697	7012310	Blume	Frau
Frankfurt am Main	50.1119,8.689675	1699	7005293	Vogel	Mann
Hamburg-Altona	53.549373,9.950545	1699	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1699	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1700	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1700	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1700	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1700	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1700	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1701	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1702	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1702	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1703	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1703	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1704	7012310	Priesterhände	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1705	4010239	Priesterhände	unbekannt
Hamburg-Altona	53.549373,9.950545	1705	7012310	Blume	Mann
Bingen	49.962935,7.89771	1707	7012309	Levitenkanne	Frau
Hamburg-Altona	53.549373,9.950545	1707	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1707	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1708	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1708	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1709	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1709	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1709	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1710	7012310	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1711	7005293	Löwe	Mann
Hamburg-Altona	53.549373,9.950545	1711	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1711	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1712	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1712	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1712	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1712	7012310	Buch	Mann
Hamburg-Altona	53.549373,9.950545	1712	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1713	7012310	Blume	Mann
Bingen	49.962935,7.89771	1716	7012309	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1716	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1716	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1716	7012310	Priesterhände	Mann
Bingen	49.962935,7.89771	1717	7012309	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1717	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1717	7012310	Blume	Frau
Frankfurt am Main	50.1119,8.689675	1718	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1718	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1718	7012310	Priesterhände	Mann
Frankfurt am Main	50.124557,8.647792	1719	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1719	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1719	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1719	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1719	7012310	Blume	Frau
Rheineck-Bad Breisig	50.497278,7.311972	1719	1038315	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1720	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1720	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1720	7012310	Blume	Frau
Rheineck-Bad Breisig	50.497278,7.311972	1720	1038315	Priesterhände	Mann
Bingen	49.962935,7.89771	1721	7012309	Levitenkanne	Mann
Schmalkalden	50.724221,10.439409	1721	7012867	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1722	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1722	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1722	7012310	Priesterhände	beide
Hamburg-Altona	53.549373,9.950545	1723	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1723	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1724	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1724	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1725	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1725	7012310	Vogel	Frau
Hamburg-Altona	53.549373,9.950545	1726	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1726	7012310	Blume	Frau
Frankfurt am Main	50.1119,8.689675	1727	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1727	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1727	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1727	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1727	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1727	7012310	Blume	Frau
Rheineck-Bad Breisig	50.497278,7.311972	1727	1038315	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1728	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1728	7012310	Löwe	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1729	4010239	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1730	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Feder	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Krone	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1731	7012310	Rose	Frau
Bingen	49.962935,7.89771	1732	7012309	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1732	7012310	Levitenkanne	Mann
Rheineck-Bad Breisig	50.497278,7.311972	1732	1038315	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1733	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1733	7012310	Krone	Frau
Duisburg	51.417611,6.781406	1734	7004923	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1734	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1734	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1735	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1735	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1735	7012310	Priesterhände	Mann
Hildesheim	52.151509,9.959132	1735	7005248	magdav	Mann
Bingen	49.962935,7.89771	1736	7012309	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1736	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1736	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1736	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1737	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1737	7012310	Traube	Mann
Hamburg-Altona	53.549373,9.950545	1737	7012310	Gans	Mann
Hamburg-Altona	53.549373,9.950545	1737	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1738	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1738	7012310	Blume	Mann
Hamburg-Altona	53.549373,9.950545	1738	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1739	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1739	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1739	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1739	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1739	7012310	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1740	7005293	Priesterhände	unbekannt
Hamburg-Altona	53.549373,9.950545	1740	7012310	Levitenkanne	Mann
Siegburg	50.801352,7.203499	1740	7005104	Priesterhände	unbekannt
Frankfurt am Main	50.1119,8.689675	1741	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1741	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1741	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1741	7012310	Traube	Mann
Hamburg-Altona	53.549373,9.950545	1741	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Feder	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1742	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1742	7012310	Levitenkanne	Mann
Altena	51.304016,7.671876	1743	7006098	Priesterhände	Mann
Bingen	49.962935,7.89771	1743	7012309	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1743	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1743	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1743	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1743	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1743	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1743	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1743	7012310	Krone	Frau
Siegburg	50.801352,7.203499	1743	7005104	Priesterhände	unbekannt
Hamburg-Altona	53.549373,9.950545	1744	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1744	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1745	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1745	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1745	7012310	Herz	Mann
Frankfurt am Main	50.1119,8.689675	1746	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1746	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1746	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1746	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1746	7012310	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1747	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1747	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1747	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1747	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1747	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1747	7012310	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1748	7005293	Stern	Mann
Hamburg-Altona	53.549373,9.950545	1748	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1748	7012310	Priesterhände	Mann
Bingen	49.962935,7.89771	1749	7012309	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1749	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1749	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1749	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1749	7012310	Buch	Mann
Hamburg-Altona	53.549373,9.950545	1749	7012310	Levitenkanne	Mann
Bingen	49.962935,7.89771	1750	7012309	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1750	7012310	Löwe	Mann
Hamburg-Altona	53.549373,9.950545	1750	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1750	7012310	Levitenkanne	Mann
Rüthen	51.493816,8.431921	1750	7100771	Krone	Frau
Schmalkalden	50.724221,10.439409	1750	7012867	Krone	Frau
Bonn-Schwarzrheindorf	50.75727,7.105364	1751	4010239	Priesterhände	Frau
Eschweiler-Weisweiler (Alter Teil)	50.825725,6.327385	1751	1039022	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1751	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1751	7012310	Levitenkanne	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1752	4010239	Levitenkanne	Frau
Frankfurt am Main	50.124557,8.647792	1752	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1752	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1752	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1752	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1752	7012310	Krone	Mann
Hamburg-Altona	53.549373,9.950545	1752	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1753	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1753	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1753	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1753	7012310	Blume	Mann
Frankfurt am Main	50.1119,8.689675	1754	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1754	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1754	7012310	Priesterhände	Mann
Sondershausen	51.360182,10.869193	1754	1037748	Priesterhände	Mann
Altena	51.304016,7.671876	1755	7006098	Krone	Frau
Frankfurt am Main	50.1119,8.689675	1755	7005293	Levitenkanne	Frau
Frankfurt am Main	50.124557,8.647792	1755	7005293	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1755	7012310	Hand aus Wolke	Frau
Hamburg-Altona	53.549373,9.950545	1756	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1756	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1756	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1757	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1757	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1757	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1757	7012310	Levitenkanne	Mann
Rüthen	51.493816,8.431921	1757	7100771	Levitenkanne	Mann
Bingen	49.962935,7.89771	1758	7012309	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Gans	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1758	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1758	7012310	Levitenkanne	Mann
Bingen	49.962935,7.89771	1759	7012309	Levitenkanne	Mann
Bingen	49.962935,7.89771	1759	7012309	Levitenkanne	Mann
Frankfurt am Main	50.1119,8.689675	1759	7005293	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1759	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1759	7012310	Buch	Mann
Hamburg-Altona	53.549373,9.950545	1759	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1759	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1759	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1759	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1759	7012310	Levitenkanne	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1760	4010239	Priesterhände	unbekannt
Bonn-Schwarzrheindorf	50.75727,7.105364	1760	4010239	Levitenkanne	Mann
Frankfurt am Main-Rödelheim (Alter Friedhof)	 50.125939,8.599144	1760	7113655	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1760	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1760	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1760	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1760	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1760	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1760	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1761	7012310	Levitenkanne	beide
Laupheim	48.231932,9.884036	1761	1040058	Löwe	Mann
Hamburg-Altona	53.549373,9.950545	1762	7012310	Priesterhände	Mann
Rüthen	51.493816,8.431921	1762	7100771	Krone	Mann
Bingen	49.962935,7.89771	1763	7012309	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1763	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1763	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1763	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1764	7012310	Levitenkanne	Mann
Laupheim	48.231932,9.884036	1764	1040058	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1765	7012310	Traube	Mann
Hamburg-Altona	53.549373,9.950545	1765	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1766	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1766	7012310	Traube	Frau
Hildesheim	52.151509,9.959132	1766	7005248	Hirsch	Mann
Bingen	49.962935,7.89771	1767	7012309	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1767	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1767	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1767	7012310	Blume	Frau
Hamburg-Altona	53.549373,9.950545	1767	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1768	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1768	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1768	7012310	Rose	Frau
Hamburg-Altona	53.549373,9.950545	1768	7012310	Levitenkanne	beide
Bonn-Schwarzrheindorf	50.75727,7.105364	1769	4010239	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1769	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1769	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1769	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1769	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1769	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1769	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1769	7012310	Levitenkanne	beide
Siegburg	50.801352,7.203499	1769	7005104	Priesterhände	unbekannt
Hamburg-Altona	53.549373,9.950545	1770	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Herz	Frau
Hamburg-Altona	53.549373,9.950545	1770	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1770	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Herz	Mann
Hamburg-Altona	53.549373,9.950545	1770	7012310	Levitenkanne	Mann
Bingen	49.962935,7.89771	1771	7012309	Levitenkanne	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1771	4010239	Levitenkanne	unbekannt
Bornheim	50.75759,6.987414	1771	1038605	Schofar	unbekannt
Hamburg-Altona	53.549373,9.950545	1771	7012310	Buch	Mann
Hamburg-Altona	53.549373,9.950545	1771	7012310	Krone	Mann
Hamburg-Altona	53.549373,9.950545	1771	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1771	7012310	Schofar	Mann
Hamburg-Altona	53.549373,9.950545	1771	7012310	Traube	Frau
Hamburg-Altona	53.549373,9.950545	1772	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1772	7012310	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1772	7012310	Krone	Frau
Hamburg-Altona	53.549373,9.950545	1772	7012310	Levitenkanne	Mann
Preußisch Oldendorf	52.297095,8.479326	1772	1040775	Krone	Frau
Sittard	50.995278,5.879167	1772	1048111	Priesterhände	Mann
Frankfurt am Main	50.1119,8.689675	1773	7005293	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1773	7012310	Baum	Mann
Bonn-Schwarzrheindorf	50.75727,7.105364	1774	4010239	Levitenkanne	Mann
Hamburg-Altona	53.549373,9.950545	1774	7012310	Priesterhände	Mann
Hamburg-Altona	53.549373,9.950545	1774	7012310	Levitenkanne	Mann
Krefeld (alter Friedhof)	51.316734,6.55169	1774	7005980	Levitenkanne	unbekannt
